,tweet,name
2382,Bitcoin futures ease after initial 22 per cent surge https://t.co/YifQBeHuIa,Miles S. Nadal
2383,https://t.co/QErFiFiiL1,Miles S. Nadal
2384,https://t.co/YYccRGpN8D,Miles S. Nadal
2385,RT @TheOnion: Bitcoin On Path To Functioning Just Like Real Currency After Small Concentration Of People Acquire Majority Of It https://t.c…,Miles S. Nadal
2386,"RT @PeerageRealty: ""The great thing about a normalized or cooling market is that uncommitted people are weeded out...""

Don't miss Giuditta…",Miles S. Nadal
2387,"@joeoliver1 , @EchelonWealth @PeerageCapital  https://t.co/lyZShAXWe0",Miles S. Nadal
2388,https://t.co/4TVsSNSzA3,Miles S. Nadal
2389,https://t.co/hp8CJE4iW5,Miles S. Nadal
2390,RT @CGasparino: At least @GaryKaminsky and @DavidSeaburg are here,Miles S. Nadal
2391,https://t.co/cIgOpIuP9t,Miles S. Nadal
2392,"RT @ScottONeil: Thanks @SportTechie as they say, ‘even a blind squirrel...’ #appreciatethenom https://t.co/3bWrs3esVj",Miles S. Nadal
2393,@MilesNadalJCC  https://t.co/KmueI5vYSE,Miles S. Nadal
2394,https://t.co/0DKFykt8s5,Miles S. Nadal
2395,Canada now has a third pot stock worth more than $2-billion https://t.co/Okb8RE4EjA,Miles S. Nadal
2396,"Rogers Evaluating Sale of Blue Jays, Cogeco Stake, CFO Says https://t.co/8EC2BSbQ2E",Miles S. Nadal
2397,https://t.co/2C6MDZcGU9,Miles S. Nadal
2398,"RT @EchelonWealth: #YVR #realestate prices see 14% price increase since Nov'16, led by #condos &amp; attached properties. https://t.co/ScnSrUeK…",Miles S. Nadal
2399,How Echelon Wealth Partner's Dorothy-Anna Orser is readying for a @EchelonWealth @PeerageCapital  https://t.co/v4pdf0jGAi,Miles S. Nadal
2400,@echelonwealth @peeragecapital  How Echelon Wealth Partner's Dorothy-Anna Orser is readying for a correction https://t.co/v4pdf0jGAi,Miles S. Nadal
2401,https://t.co/fVWm14QKDe,Miles S. Nadal
2402,RT @TheStreet: Bitcoin mining is all fun and games...until you get the electric bill https://t.co/YJ36DAbqn6 https://t.co/zQNgmGCsfI,Miles S. Nadal
2403,RT @businessinsider: This amphibious yacht can crawl onto land https://t.co/sGw8fP2FKf,Miles S. Nadal
2404,"RT @60Minutes: During his long career at CBS News, Bob Simon covered dozens of wars and rebellions. In his later years, Bob also became som…",Miles S. Nadal
2405,https://t.co/l0nWzsSnCq,Miles S. Nadal
2406,https://t.co/9SDWh9dUkX,Miles S. Nadal
2407,"RT @HarvardBiz: It's all about time management
https://t.co/9Mo0khgmU3",Miles S. Nadal
2408,RT @businessinsider: There's a psychological reason why being open to failure often leads to insane success https://t.co/JhzoUihSvf,Miles S. Nadal
2409,RT @Sports_Greats: Love never fails; Character never quits; &amp; with patience &amp; persistence; Dreams do come true. -Pete Maravich,Miles S. Nadal
2410,RT @Inc: Why most people will never be successful https://t.co/Cc0pITziek,Miles S. Nadal
2411,RT @Sports_Greats: No person was ever honored for what he received. Honor has been the reward for what he gave. -Calvin Coolidige,Miles S. Nadal
2412,"RT @jjcousins: Chase perfection, catch excellence.  MBA ASAP library can help https://t.co/C2BRW55tJl #motivation #education #innovation
#t…",Miles S. Nadal
2413,"All You Need to Know About Bitcoin's Rise, From $0.01 to $11,000 https://t.co/yt2lqHdHZF",Miles S. Nadal
2414,"RT @Sports_Greats: If you don't invest very much, then defeat doesn't hurt very much and winning is not very exciting. -Dick Vermeil",Miles S. Nadal
2415,"RT @Sports_Greats: If you accept the expectations of others, especially negative ones, then you never will change the outcome. -Michael Jor…",Miles S. Nadal
2416,https://t.co/FMZxG2M0fS,Miles S. Nadal
2417,"RT @HarvardBiz: It's all about time management
https://t.co/eJQdEXCQ3s",Miles S. Nadal
2418,RT @Sports_Greats: DICIPLINE is just choosing between what you want NOW and want you want MOST.,Miles S. Nadal
2419,RT @SquawkCNBC: BREAKING: @CFTC OKs Bitcoin Futures Listing. The CME and CBOE will be allowed to list Bitcoin futures. $BTC is back up over…,Miles S. Nadal
2420,RT @BrendanCalder: Makes me think of Roger Martin’s two best words to stiffle innovation or change: ‘prove it’ https://t.co/LfWsCf7lXg,Miles S. Nadal
2421,Carlyle Looks in Mirror to Find Its Latest Investment https://t.co/gB7y27QNmR,Miles S. Nadal
2422,https://t.co/mX9h0sY8lk,Miles S. Nadal
2423,Bitcoin Futures Get Official Green Light From Regulators https://t.co/x33keLcznR,Miles S. Nadal
2424,@MilesNadalJCC  https://t.co/74W5Ieyxbb,Miles S. Nadal
2425,https://t.co/DQCHbCHph2,Miles S. Nadal
2426,RT @YahooFinance: The 11 biggest names in cryptocurrency right now https://t.co/aIa4Ne1YDY https://t.co/JY8bFSd62x,Miles S. Nadal
2427,RT @Inc: Steve Jobs: this is the mindset that separates those with extraordinary lives from everyone else @entrylevelrebel https://t.co/17u…,Miles S. Nadal
2428,"RT @ScottONeil: The @sixers players understand their role in being a catalyst for change, helping kids and continuing to make us smile #goo…",Miles S. Nadal
2429,"Canadians rush to get mortgages ahead of tougher tests in new year, via @FinancialPost https://t.co/LjptZkZ5FH",Miles S. Nadal
2430,"Goldman CEO Says If Bitcoin Works, 'We'll Get to It' https://t.co/FwLVKxDmkC",Miles S. Nadal
2431,https://t.co/AiuPKk9tXb,Miles S. Nadal
2432,"RT @Inc: Best presentation ever: how to elevate any talk to make it motivating, meaningful and memorable https://t.co/cKUtsXJitu",Miles S. Nadal
2433,"RT @TheStreet: Bitcoin Dips Below $9,500 as Former ECB Official Calls Digital Currency a 'Scam'
https://t.co/K4T11D28fr
@mdbaccardax",Miles S. Nadal
2434,https://t.co/hSpuD4qyIM,Miles S. Nadal
2435,Meditation Brings Calm to CEOs https://t.co/5e3sKgc7Yo,Miles S. Nadal
2436,Bitcoin Mania: Grandma Wants In on the Action https://t.co/jS1uOWkhjU,Miles S. Nadal
2437,"The David Rubenstein Show, Peer to Peer Conversations https://t.co/NJbAVou0GX",Miles S. Nadal
2438,Goldman Says the Bitcoin Haters Just Don’t Get It https://t.co/cw6nxXBReO,Miles S. Nadal
2439,RT @CNBCnow: Juniper shares soar more than 21% after sources tell CNBC that Nokia is in talks to buy the company. https://t.co/6bSsbO5AJl h…,Miles S. Nadal
2440,RT @Inc: 19 Extremely Successful People Who Changed Careers After Turning 30 https://t.co/N32Lnglp52,Miles S. Nadal
2441,RT @ScottONeil: Always good to cap a full day of partnership discussions at LionTree Advisors with a podcast hosted by @AlexLMichael &amp; @LyL…,Miles S. Nadal
2442,RT @EchelonWealth: #Greatspeakers both! Knowledgeable on great alternative #investments. https://t.co/jCPHmjbI15,Miles S. Nadal
2443,RT @Sports_Greats: Do you know what my favorite part of the game is? The opportunity to play. -Mike Singletary,Miles S. Nadal
2444,RT @chestnutpark: Can't get enough of this affiliate listing featured on our blog! @ChristiesHomes https://t.co/1XYTRBavqg https://t.co/b7g…,Miles S. Nadal
2445,https://t.co/UC1bnVH6i6,Miles S. Nadal
2446,RT @Sports_Greats: Strength does not come from winning. Your struggles develop your strengths. -Arnold Schwarzenegger,Miles S. Nadal
2447,Bob Diamond Says Bitcoin Feels Frothy https://t.co/MeOOcsvntP,Miles S. Nadal
2448,https://t.co/1e08KctljB,Miles S. Nadal
2449,"RT @BGCCAN: If a young person needs it, our Clubs provide it. On #GivingTuesdayCA, please donate to Boys and Girls Clubs of Canada and help…",Miles S. Nadal
2450,https://t.co/7k34AVFINn,Miles S. Nadal
2451,https://t.co/3w0Ipvz0n7,Miles S. Nadal
2452,Wall Street's Playing Catch-Up at a Crypto Conference It Used to Ignore https://t.co/liK2pFDFOT,Miles S. Nadal
2453,Meet the Media Mogul of Maine via @NYTimes https://t.co/uueTINVVuu,Miles S. Nadal
2454,"As Bitcoin Scrapes $10,000, an Investment Boom Like No Other via @NYTimes https://t.co/6b2F0SwsXL",Miles S. Nadal
2455,"A New Way for Machines to See, Taking Shape in Toronto via @NYTimes https://t.co/mVOnatwXlO",Miles S. Nadal
2456,https://t.co/1CPTidIDOL,Miles S. Nadal
2457,Fund giant Invesco Canada finds way into robo-adviser space https://t.co/5ZMinE2pfz,Miles S. Nadal
2458,https://t.co/FiOpQMgArC,Miles S. Nadal
2459,RT @Inc: These 5 famous founders are adrenaline junkies on the weekend @wheresKR https://t.co/32qSn1rtV5,Miles S. Nadal
2460,RT @SeanSilcoff: WeWork To Acquire Meetup - Crunchbase News https://t.co/yU0uyFoRcn,Miles S. Nadal
2461,https://t.co/6rtmsgRKbs,Miles S. Nadal
2462,RT @streetcityre: 5 Outdoor Holiday Decorating Ideas https://t.co/guldD3ucTM,Miles S. Nadal
2463,RT @novogratz: Great time talking crypto with @BKBrianKelly on @CNBCFastMoney!,Miles S. Nadal
2464,"RT @EchelonWealth: #Bitcoin continues its price ascent ahead of @CMEGroup futures release, which will see institutional #investing in the #…",Miles S. Nadal
2465,RT @EchelonWealth: #MondayMotivation #MotivationMonday -  #EmpowerYourPossible with these 5 #insurance products to protect what's most impo…,Miles S. Nadal
2466,https://t.co/3oTzMQLDcA,Miles S. Nadal
2467,"Inside Bitcoin's Surge Past $9,000 https://t.co/HDA0b8Hndr",Miles S. Nadal
2468,Sovereign wealth fund chief disagrees with Jamie Dimon on bitcoin: 'One has to be open-minded' https://t.co/C9TUuy2Oko,Miles S. Nadal
2469,"Bitcoin cracks $9,600 just hours after breaking $9,000 level https://t.co/EhzwbYulPw",Miles S. Nadal
2470,Uber's New CEO Faces Some Big Challenges  https://t.co/wBicPSaXff,Miles S. Nadal
2471,How Jeff Bezos Became the King of E-Commerce https://t.co/WMbtLKHdIo,Miles S. Nadal
2472,"Bitcoin Euphoria Drives It Up $1,000 in Single Day https://t.co/c6mv28ERZY",Miles S. Nadal
2473,https://t.co/hYVDePA4Wz,Miles S. Nadal
2474,"RT @60Minutes: Tonight, celebrity chef José Andrés has prepared more hot meals in Puerto Rico than any of the other bigger, more experience…",Miles S. Nadal
2475,"RT @RogerLMartin: What it means to be a Canadian pursuing excellence: When you don't win ('11, '13, '15) Cdn media covers foreign winners.…",Miles S. Nadal
2476,"RT @CNBCnow: BREAKING: Meredith announces $2.8B all-cash deal to acquire Time Inc, which publishes Time, Sports Illustrated, and other maga…",Miles S. Nadal
2477,"RT @BrendanCalder: Drucker, as usual, right on. See ‘Playing to Win’ by Roger Martin on Strategic Choice. https://t.co/IsbIOaZ8Yi",Miles S. Nadal
2478,RT @ScottONeil: :) what they said https://t.co/zW4n6mPjsN,Miles S. Nadal
2479,"RT @Sports_Greats: Resolve never to quit, never to give up, no matter what the situation. -Jack Nicklaus",Miles S. Nadal
2480,RT @flytip: 134 blockchain startups with ICOs. Great list of companies innovating on the blockchain. https://t.co/cJ7wc8UQek,Miles S. Nadal
2481,RT @Inc: 7 Ways Blockchain Will Enable Entrepreneurs in 2018 @BillCarmody https://t.co/OZt0HpmsfD,Miles S. Nadal
2482,"The world of finance is getting so interested in bitcoin that it's no longer just the land of coders...
CNBC - Evelyn Cheng, 25 May 2017",Miles S. Nadal
2483,"RT @Sports_Greats: In sports you don't get what you wish for, you get what you work for.",Miles S. Nadal
2484,https://t.co/Pp7pyzMfLL,Miles S. Nadal
2485,https://t.co/upAPVmEzbG,Miles S. Nadal
2486,https://t.co/rrckZKStoC,Miles S. Nadal
2487,https://t.co/pR4D9BXdjl,Miles S. Nadal
2488,RT @Sports_Greats: If you do the work you get rewarded. There are no shortcuts in life. -Michael Jordan,Miles S. Nadal
2489,RT @Sports_Greats: Nobody who ever gave his best regretted it. - George Halas,Miles S. Nadal
2490,RT @DruckerInst: Elon Musk: “I have never set a goal which I know is unrealistic.” -- More @DruckerInst https://t.co/uR0ZKs6Bqw #MONDAY,Miles S. Nadal
2491,RT @Inc: Jeff Bezos is the world's only $100 billionaire. Will he ever start giving his money away? @MindaZetlin https://t.co/f9EJ7mUxa1,Miles S. Nadal
2492,"""A good idea is meaningless without the courage to act.""",Miles S. Nadal
2493,RT @novogratz: Come see me interview Joe Lubin next week.  Its 1k and it goes to a great cause.  Thanks for the support. https://t.co/Jx5aE…,Miles S. Nadal
2494,RT @SxsThruFailure: How to meditate like a billionaire :) https://t.co/q5dbingpCO,Miles S. Nadal
2495,RT @novogratz: Proud of my sister https://t.co/xMPGndD3Gn,Miles S. Nadal
2496,https://t.co/W7jMAwfYaf,Miles S. Nadal
2497,Five Canadian billionaires who fly under the radar https://t.co/e8yeqBbg4n,Miles S. Nadal
2498,"@MilesNadalJCC , @PeerageCapital  https://t.co/3IJWvZb4Ba",Miles S. Nadal
2499,https://t.co/szwS5wqu5a,Miles S. Nadal
2500,https://t.co/t7Ar6Coih9,Miles S. Nadal
2501,"Toronto fast becoming hub for financial services, report says https://t.co/Pdwob7xlvy",Miles S. Nadal
2502,https://t.co/lI6h1gSXnT,Miles S. Nadal
2503,https://t.co/aVIsFcZPPU,Miles S. Nadal
2504,RT @Sports_Greats: A life is not important except in the impact it has on other lives. -Jackie Robinson,Miles S. Nadal
2505,"@EchelonWealth ,  @PeerageCapital  https://t.co/VkXlqJvPJe",Miles S. Nadal
2506,RT @EchelonWealth: #Cannabis consolidation heating up before legalization. How many others will join forces to become dominant global playe…,Miles S. Nadal
2507,RT @chestnutpark: Read about the tree we sponsored for the 12 Trees: Let There Be Light exhibition at the @gardnermuseum https://t.co/93BzI…,Miles S. Nadal
2508,RT @HowardOvens: LEVY: Addicts fed their poisons — but safely — in public park https://t.co/jXNkFtPKih  This is OPINION in @Torontosun2 but…,Miles S. Nadal
2509,RT @TKBGC: check out the  Old Navy   COZY SOCK SALE! Shop in store on Nov 24 &amp; @OldNavyCA @OldNavy oldnavy  will donate $1 to @BGCCAN  @BGC…,Miles S. Nadal
2510,"0 to 60 in 1.9 seconds, 1,000 miles on single charge, new $200,000 Tesla Roadster steals show from electric big-rig… https://t.co/l0gJfzjmwb",Miles S. Nadal
2511,This Equation Shows How Canada Will Track Pot's Portion of GDP https://t.co/2keA6HVVZN,Miles S. Nadal
2512,How Adidas Beat Nike at the Old School Game https://t.co/wNlSUszlQs,Miles S. Nadal
2513,Wealth Managers Are Being Inundated With Calls About Bitcoin https://t.co/h9PfegGpIf,Miles S. Nadal
2514,Meg Whitman to Step Down as HPE CEO https://t.co/kOY8pqj6FX,Miles S. Nadal
2515,"RT @EchelonWealth: As #Canada's cost of living is higher than the #US, you can bet $1M won't go as far here. How is your retirement savings…",Miles S. Nadal
2516,"@EchelonWealth Congratulations Shubo, best of luck. Welcome to the @peeragecapital family",Miles S. Nadal
2517,"RT @EchelonWealth: #Welcomeaboard! New Hire, #ShuboRakhit, MD, IB - Head of #M&amp;A here @EchelonWealth. Congratulate Shubo here at his Linked…",Miles S. Nadal
2518,"Warriors, Cavaliers Join Riot Games' NBA-Heavy Esports League https://t.co/c14PYo8dOu",Miles S. Nadal
2519,Congratulations @EchelonWealth  https://t.co/BWz4U0IJU6,Miles S. Nadal
2520,"RT @Forbes: India is the 4th country with the most doctoral graduates, more than Japan and France
https://t.co/7E07G1IwhT https://t.co/STfb…",Miles S. Nadal
2521,RT @Inc: Jeff Bezos said this 1 thing creates the perfect foundation for lasting success @jeff_haden https://t.co/HW1QA9BPQR,Miles S. Nadal
2522,RT @Sports_Greats: A team will always appreciate a great individual if he's willing to sacrifice for the group. -Kareem Abdul Jabbar,Miles S. Nadal
2523,https://t.co/wHHBh5xMbV,Miles S. Nadal
2524,RT @Inc: Steve Jobs said 1 thing is even more powerful than technology. What is it? @jeff_haden https://t.co/j39vmQK8V3,Miles S. Nadal
2525,RT @clusterstock: Billionaire Alibaba CEO Jack Ma is the star of an ultra-popular kung fu film https://t.co/aLOr6RwExB,Miles S. Nadal
2526,"RT @Sports_Greats: with supreme confidence, determination and disregard for obstacles and other people's criticisms, go after your dreams.",Miles S. Nadal
2527,Up Next: Cryptocurrency Goes to the Moon https://t.co/dkOnhgI9Me,Miles S. Nadal
2528,https://t.co/WBmVM5RwBX,Miles S. Nadal
2529,https://t.co/N33TjWqk6E,Miles S. Nadal
2530,https://t.co/kff4m1VJes,Miles S. Nadal
2531,A Global Real-Estate Giant Whispers ‘We’re Number One’ https://t.co/QY8CodBxdr,Miles S. Nadal
2532,Even Real Estate Developers Can’t Afford Toronto’s Housing Market https://t.co/EhkMHG7gny,Miles S. Nadal
2533,https://t.co/f3NghopIfP,Miles S. Nadal
2534,Cannabis is Canada’s moment to lead the world https://t.co/6pZwR0i8gM,Miles S. Nadal
2535,https://t.co/zAuypdozt9,Miles S. Nadal
2536,https://t.co/hfL9kVT2TC,Miles S. Nadal
2537,Onex Raises $7.15 Billion for New Buyout Fund https://t.co/Y4zHWDegFQ,Miles S. Nadal
2538,RT @MCHammer: $100 billion is not enough — SoftBank is in talks to raise a second giant tech fund https://t.co/7dpns5kBkq @Iam360WISE ???,Miles S. Nadal
2539,RT @businessinsider: A $423 billion investor explains why tech stocks are defying a warning sign https://t.co/DXXQnizonq https://t.co/lwaHB…,Miles S. Nadal
2540,"Toronto, Vancouver housing markets move in drastically different directions https://t.co/2GzoXzIZt4",Miles S. Nadal
2541,RT @TKBGC: We're LIVE!  $100K in 24 hours! Let's Make it Happen! EVERY DOLLAR QUADRUPLED!!#transforminglives #BelieveInKids   https://t.co/…,Miles S. Nadal
2542,RT @TKBGC: WOW!!!! With your help we made it to $100K!  but there's more time and we have another matching donor to activate a bonus round…,Miles S. Nadal
2543,RT @sheiLsDC: Thanks to all who helped @TKBGC surpass the $100k in less than 24hrs! Still 14hrs to go..no amount will go unappreciated! #To…,Miles S. Nadal
2544,"RT @PeerageCapital: The clock is ticking. For the next 24hrs every $1 you give, #TorontoKiwanis Boys &amp; Girls Clubs will receive $4! DONATE…",Miles S. Nadal
2545,RT @EchelonWealth: Join us in supporting @PeerageRealty in their fundraising efforts for @TorontoKiwanis. Quadruple #donations! Check out @…,Miles S. Nadal
2546,Coach K Is Still Listening https://t.co/EtTYP0JcQt,Miles S. Nadal
2547,RT @TKBGC: Thanks @BestBuyCanada for providing Sydney&amp;Aaliyah #futureleaders with scholarships to support their academic goals! @BGCCAN @st…,Miles S. Nadal
2548,"Uber and Softbank close in on a deal, and pave the way for a possible IPO https://t.co/WrYBKT2uUY",Miles S. Nadal
2549,"RT @Sports_Greats: In life you are either a passenger or a pilot, it's your choice. -Unknown",Miles S. Nadal
2550,RT @TKBGC: We only have 24 hrs for your donation to be quadrupled! Join us on Nov 14 for our 24hr fundraiser #transforminglives https://t.c…,Miles S. Nadal
2551,RT @HowardOvens: Congrats to the ATC @CancerCare_ON eCTAS team for their well deserved award https://t.co/uksuSCWRui bringing an app design…,Miles S. Nadal
2552,"RT @Sports_Greats: A winner is someone who recognizes his God-given talents, and works his tail off to develop them into skills.",Miles S. Nadal
2553,Here’s How Microsoft and Google are Trying to Catch Amazon in the Cloud https://t.co/eRTbWP9LqA,Miles S. Nadal
2554,Cable Billionaire Gets a $58 Billion Debt Reminder https://t.co/FtxMAlYwxK,Miles S. Nadal
2555,U.S. Is Said to Suggest Ways AT&amp;T Could Win Time Warner Approval https://t.co/OPCM0DHtDi,Miles S. Nadal
2556,RT @TKBGC: DYK HonSenator Art Eggleton is a #TKBGCAlumni?100yrs of #transforminglives Join us on Nov 14 for our 24hr fundraiser https://t.c…,Miles S. Nadal
2557,RT @edielutnick: Today we honor and thank those men and women who have served our Country. You forever have our gratitude. Happy Veterans D…,Miles S. Nadal
2558,"RT @EchelonWealth: Today we remember our fallen #heroes, #soldiers &amp; those who still #serve #remembranceday2017 #loveavet https://t.co/J6yA…",Miles S. Nadal
2559,"Rupert Murdoch twice discussed CNN with AT&amp;T CEO, sources say https://t.co/Ew7mtjko0X",Miles S. Nadal
2560,https://t.co/0OGXdltw3r,Miles S. Nadal
2561,RT @chestnutpark: Watch Chris Kapches discuss the October real estate market report for #Toronto https://t.co/IQ5oujt8wI #realestate,Miles S. Nadal
2562,RT @chestnutpark: Listen / watch to a recap of #September's market report. We'll have October's soon! https://t.co/KP2NzLDTCE,Miles S. Nadal
2563,"RT @LindaFrum: Conservative senator won't apologize. (That's right. I won't!)
https://t.co/0WtXwfyvaf",Miles S. Nadal
2564,RT @TKBGC: @milesnadal @PeerageCapital Thanks for the shout out and continued support!,Miles S. Nadal
2565,"RT @milesnadal: @CFTAU @PeerageCapital , our company, our family and I are thrilled to support this incredible initiative for these deservi…",Miles S. Nadal
2566,"@CFTAU @PeerageCapital , our company, our family and I are thrilled to support this incredible initiative for these deserving soldiers",Miles S. Nadal
2567,RT @CFTAU: New Miles Nadal Fund Will Reward Israel’s Bravest https://t.co/s64XOKOe1v https://t.co/yqNQSFqT62,Miles S. Nadal
2568,"RT @PeerageCapital: Fabulous event last night with our partner company ARS Investments, @ChristiesInc and @ChristiesHomes #investinginart #…",Miles S. Nadal
2569,Fox's $25 Billion Reason to Break Up https://t.co/H7tY7IALJq,Miles S. Nadal
2570,Panera Is Buying Au Bon Pain https://t.co/vJFbGk0HqR,Miles S. Nadal
2571,https://t.co/7nURn46W6B,Miles S. Nadal
2572,Fascinating story. @ErikSchatzker .  I Dined With Alwaleed in the Desert Days Before His Arrest https://t.co/vNcW9yRm7e,Miles S. Nadal
2573,"How hedge funds are driving the bitcoin rally, via @FinancialPost https://t.co/UHEm2jjPpE",Miles S. Nadal
2574,Still 'early in the game' for this Canadian growth stock that's doubled in a year https://t.co/oTRgEns2L7,Miles S. Nadal
2575,"@TKBGC Nov 14th, 24 hr Fundraiser necessary to #transformlives.  Proud of @PeerageCapital for their contribution. #believeinkids",Miles S. Nadal
2576,RT @salesforce: Salesforce CEO @Benioff shows how the world is changing with artificial intelligence and the 4th Industrial Revolut… https:…,Miles S. Nadal
2577,RT @davidfaber: Here's my story on talks between Disney and Fox. Given market reaction not hard to imagine they get back to it:  https://t.…,Miles S. Nadal
2578,Oprah's investment in Weight Watchers is paying off big time https://t.co/ODcJQ2U739 via @nypost,Miles S. Nadal
2579,RT @EchelonWealth: Can the #blockchain revolutionize #gov't transparency &amp; efficiency? #anotheruse                https://t.co/MALxxqloAX h…,Miles S. Nadal
2580,"RT @HarvardBiz: You’ll need to do two things well during the hiring process if you want to work at a start-up. 
https://t.co/T7Ip2CdpqR",Miles S. Nadal
2581,"RT @CNBCnow: BREAKING: 21st Century Fox has been holding talks to sell most of the company to Disney, sources say. https://t.co/zpWKPI1LWY",Miles S. Nadal
2582,RT @meljenp: Support #Canadian Senator @LindaFrum ?? she's standing with the victims of the #Iranian Regime.. the people of #Iran. #FreeIra…,Miles S. Nadal
2583,RT @businessinsider: This massive TV brings the movie theater experience to your backyard https://t.co/gI6ksAzSby,Miles S. Nadal
2584,RT @Sports_Greats: The difference between the impossible and the possible lies in a man's determination. -Tommy Lasorda,Miles S. Nadal
2585,"Murray Koffler was one of the great entrepreneurs, philanthropists and Canadians of all time https://t.co/Z6xuTwmepb",Miles S. Nadal
2586,Uniqlo Founder Thinks U.S. Needs Fewer Malls and More of His Stores https://t.co/IWF7xKX6W5,Miles S. Nadal
2587,Disney Held Talks to Acquire Assets of 21st Century Fox https://t.co/ncUGaWmJP3,Miles S. Nadal
2588,https://t.co/ASdJXk8WIl,Miles S. Nadal
2589,"What an extraordinary prodigy. From 60 Minutes: Alma Deutscher
https://t.co/cXBtm4d2to",Miles S. Nadal
2590,https://t.co/cAe1CdUc0y,Miles S. Nadal
2591,RT @YahooFinance: #Bitcoin's mysterious creator appears to be sitting on a $5.8 billion fortune https://t.co/7UNTvlUaG1 https://t.co/x1yXtr…,Miles S. Nadal
2592,@PeerageCapital @EchelonWealth Congratulations Christine. Welcome to the Peerage Capital family,Miles S. Nadal
2593,RT @PeerageCapital: Congratulations Christine Young on your promotion @EchelonWealth  #empoweryourpossible https://t.co/E5MCLUpDeR,Miles S. Nadal
2594,Why Companies Are Betting Big on Growth https://t.co/OTp8fH2ODY,Miles S. Nadal
2595,Here Are the Big Names Who Are Backing and Slamming Bitcoin https://t.co/jlcFoJ9hNM,Miles S. Nadal
2596,Bitcoin: What’s Coming in the Year Ahead https://t.co/KnsdbN2Lqh,Miles S. Nadal
2597,Walmart Foundation President on the Power of Philanthropy https://t.co/E7znJIw5DP,Miles S. Nadal
2598,@MilesNadalJCC  https://t.co/LWA9Ex7PQy,Miles S. Nadal
2599,https://t.co/V1aOkNnU3s https://t.co/LoU9TbuI3E,Miles S. Nadal
2600,"RT @Sports_Greats: I don't do things HALF-HEARTEDLY. Because I know if I do, then I can expect HALF-HEARTED results. -Michael Jordan",Miles S. Nadal
2601,Jeff Bezos Sells $1.1 Billion Amazon Shares With Stock at Record https://t.co/VWnpzEP6yr,Miles S. Nadal
2602,"RT @Inc: Harvard study says it's OK to stay up late and sleep in, so long as you do this. https://t.co/5mGZZchA7I",Miles S. Nadal
2603,RT @Inc: Elon Musk's 6 Habits for Staying Insanely Productive https://t.co/axZkKimy3W,Miles S. Nadal
2604,"RT @Sports_Greats: Some people want it to happen, some wish it would happen, others make it happen. -Michael Jordan",Miles S. Nadal
2605,What the Architects of the High Line Are Up to Next https://t.co/1xY1WAbJlP,Miles S. Nadal
2606,This is totally incredible @RalphLauren  https://t.co/lufgCSqHlu,Miles S. Nadal
2607,RT @Inc: The simple morning ritual Ashton Kutcher uses to skyrocket his productivity https://t.co/ncmKZP27BQ,Miles S. Nadal
2608,https://t.co/kOyNhFptIZ,Miles S. Nadal
2609,"RT @Sports_Greats: It's not the load that breaks you down, it's the way you carry it. -Lou Holtz",Miles S. Nadal
2610,"RT @mungerisms: ""Economic development has been the most successful of all anti-poverty policies.""
Thomas Sowell",Miles S. Nadal
2611,https://t.co/tvtRQo9QlY,Miles S. Nadal
2612,Steve Roth is a genius ! https://t.co/kikVR5Jy6p,Miles S. Nadal
2613,https://t.co/wvHFDMzweh,Miles S. Nadal
2614,"Sharp rebound in Toronto home sales signals market may have hit bottom, via @FinancialPost https://t.co/OiLHvxM4oj",Miles S. Nadal
2615,"As Economy Gains Strength, Companies Sell (and Spend) More https://t.co/pAFxxH40ro",Miles S. Nadal
2616,Broadcom Plans Unsolicited Bid for Qualcomm https://t.co/CcBz6bJf6S,Miles S. Nadal
2617,RT @BrendanCalder: A great talk. Let’s do it. https://t.co/Yh8pfdPCi5,Miles S. Nadal
2618,"RT @HarvardBiz: Your parents subconsciously influenced how you view work-life balance
https://t.co/2XHAiVAKl2",Miles S. Nadal
2619,https://t.co/hiABpCeia7,Miles S. Nadal
2620,"If you're buying stocks, here's what you're betting on: Mohamed A. El-Erian, via @FinancialPost https://t.co/xSbssErTtp",Miles S. Nadal
2621,Blankfein Not Comfortable With Bitcoin But Is Open to It https://t.co/gFeBKXA4O8,Miles S. Nadal
2622,https://t.co/VFHZaOw5DL,Miles S. Nadal
2623,https://t.co/QTGClNZX6E,Miles S. Nadal
2624,https://t.co/OiLHvy3FMT,Miles S. Nadal
2625,RT @Sports_Greats: Success isn't permanent &amp; failure isn't fatal. -Mike Ditka,Miles S. Nadal
2626,"RT @BrendanCalder: I'll be there; great book, great lessons. https://t.co/HOJ7i2vpX3",Miles S. Nadal
2627,https://t.co/6aE5RAF7qB,Miles S. Nadal
2628,RT @clusterstock: The next Federal Reserve chair has a far more difficult job than Yellen did https://t.co/LisiJX5L7F https://t.co/wXDvHG9G…,Miles S. Nadal
2629,RT @Inc: Google spent 2 years studying 180 teams. The most successful ones shared these 5 traits. https://t.co/1Tmh3HDvNw,Miles S. Nadal
2630,"This is great quote. https://t.co/VwRNEX9YzJ. “I’m not telling you it’s going to be easy, I’m telling you it’s going to be worth it”",Miles S. Nadal
2631,https://t.co/oGL96gL5HQ,Miles S. Nadal
2632,RT @BloombergTV: Powell is in line to lead the Fed with the expectation that he’ll make life easier for the financial industry https://t.co…,Miles S. Nadal
